TranscriptID	TranscriptAbundance	GeneAbundance
NM_005386	137.5891	179.3895
NM_002635	536.9337	554.6561
NM_213611	17.7225	554.6561
NM_003136	36.163	36.163
NM_018410	25.0402	25.0402
NM_006834	6.8299	6.8299
NM_006868	15.2341	15.2341
chr11:82692478-82782884.1	2.9174	2.9174
NM_017516	5.6627	5.6627
NM_022337	2.5264	133.7599
chr11:88018065-88023569.1	131.2335	133.7599
chr2:74781859-74784662.1	5.9119	17.864
NM_001381	11.952	17.864
NM_018110	30.8285	30.8285
NM_018431	13.1139	13.1139
NM_032601	5.3011	9.7822
chr2:71336805-71357394.5	4.4812	9.7822
NM_001033564	4.4129	4.4129
NM_001145319	12.7957	12.7957
NM_018381	27.4213	27.4213
NM_005032	112.6048	112.6048
NM_005742	244.6397	244.6397
chr1:24645811-24740163.1	8.9993	8.9993
chr7:148700153-148725782.1	69.4666	302.3995
NM_004911	232.9329	302.3995
NM_005313	205.2356	205.2356
NM_138453	10.384	10.384
NM_002867	14.021	14.021
NM_014154	2.6412	13.2351
chr3:137906147-138048728.8	9.713	13.2351
NM_213654	0.8809	13.2351
NM_002613	3.3512	3.3512
chr19:19144470-19168978.5	20.8713	88.2573
NM_033415	52.414	88.2573
chr19:19144470-19168978.2	14.972	88.2573
chr22:22020272-22090071.1	15.2103	15.2103
NM_018076	2.0231	2.0231
chrX:85403454-86087605.33	0.3182	0.741
chrX:85403454-86087605.20	0.4228	0.741
chr6:109169618-109295350.1	2.6056	2.6056
NM_018120	14.5047	14.5047
chr12:70291026-70297423.1	0.5256	0.5256
NM_001005404	1.358	1.358
NM_001162429	6.3125	22.0296
NR_027867	0.2417	22.0296
NM_013374	15.4755	22.0296
NM_177989	21.918	50.4557
NM_004301	28.5377	50.4557
chr7:130036376-130080854.2	1.5022	5.0379
NM_018718	3.5357	5.0379
NM_001102609	0.2608	0.2608
NM_001969	48.7599	48.7599
NM_006038	15.561	15.561
NM_001077526	45.9702	61.1237
chr3:9691116-9744078.2	15.1535	61.1237
NM_022090	2.8834	2.8834
NM_001040428	1.5403	3.5096
NM_018418	1.9693	3.5096
NM_019073	2.0432	2.0432
NM_175921	8.9058	8.9058
NM_001177802	14.5204	78.6777
NM_016492	43.3189	78.6777
NM_001177801	20.8384	78.6777
NM_173582	6.5444	6.5444
NM_005347	240.3818	240.3818
NM_002154	158.8127	158.8127
NM_005836	24.4033	24.4033
NM_004134	177.4931	177.4931
NM_153201	0.0	1077.7518
NM_006597	1077.7518	1077.7518
NM_001145440	7.7049	13.4739
chr7:72023728-72298813.8	5.7689	13.4739
NM_198043	44.5834	54.519
NM_198044	9.9357	54.519
chr1:155882835-155904188.3	13.6196	22.3743
chr1:155882835-155904188.18	8.7547	22.3743
NM_005544	9.5894	9.5894
NR_015432	105.8693	105.8693
NM_017907	171.1486	171.1486
NM_001636	1543.5273	1543.5273
NM_002733	39.3551	39.3551
NM_001135751	12.2175	17.3376
NM_198440	5.1201	17.3376
chr15:57178367-57210697.1	5.9691	5.9691
NM_024429	7.9282	7.9282
NM_018461	28.9168	28.9168
chr1:155158301-155162700.2	1.889	3.1681
chr1:155158301-155162700.1	1.2791	3.1681
NM_001177591	10.0006	21.8022
NM_002717	11.8016	21.8022
NM_139161	21.4435	21.4435
NM_001127381	6.8567	22.9195
NM_004576	2.3663	22.9195
NM_181675	13.6966	22.9195
NM_001128127	3.4178	3.4178
NM_016077	42.1845	42.1845
NM_001002913	14.8879	14.8879
NM_021944	6.2714	6.2714
chr12:9822308-9852039.1	1.584	1.584
NM_014472	3.5412	7.1146
chr10:99894380-100004653.10	3.5734	7.1146
NM_001136478	0.0	58.935
NM_030920	58.935	58.935
chr15:23108886-23114189.1	0.5472	0.5472
NM_002528	89.5839	89.5839
NM_001039380	1.1698	1.1698
NM_001083913	20.2823	20.2823
NM_006292	32.9389	32.9389
chr3:15602241-15643130.9	6.804	30.5988
NM_012260	23.7948	30.5988
chr17:74733782-74775336.1	7.4831	7.4831
NM_001146069	130.5526	130.5526
NM_138408	59.0224	59.0224
NM_001122823	20.5062	90.2981
NM_012087	69.7919	90.2981
chrX:2527305-2575270.2	1.3728	8.1409
NR_033381	4.8118	8.1409
chrX:2527305-2575270.11	1.9563	8.1409
NM_001004051	4.9715	4.9715
chr1:161192082-161193418.1	0.4698	1.8855
NM_001643	1.4157	1.8855
NM_018983	23.7767	53.968
NM_032993	30.1914	53.968
NM_001009932	9.1305	12.4799
chrX:153626570-153650061.1	3.3493	12.4799
NM_021235	21.21	21.21
NM_175085	56.6136	56.6136
NM_002047	118.8613	118.8613
NM_199344	5.8924	5.8924
NM_145169	69.7705	69.7705
NM_032810	13.5384	13.5384
chr6:82879955-82957448.6	2.1332	7.1986
NM_015525	5.0654	7.1986
NM_003286	59.3802	59.3802
NM_014306	99.6635	99.6635
chr22:19775933-19842462.9	24.0368	31.8424
NM_024627	7.8056	31.8424
NM_001100389	3.0509	3.0509
NM_001004320	0.0883	0.1138
chr7:15239942-15601640.3	0.0254	0.1138
chr11:405715-417397.8	26.105	49.3219
NM_021805	23.2168	49.3219
NM_152464	18.3661	18.3661
NM_014454	12.6515	12.6515
NM_031459	45.8912	45.8912
NM_144665	6.4529	6.4529
chr4:77356252-77704403.1	1.2939	1.2939
NM_152912	18.7717	24.1784
NM_001166261	1.4421	24.1784
NM_001166262	2.3057	24.1784
NM_001166263	1.6589	24.1784
NM_002453	20.1053	20.1053
chrX:113696303-113697367.1	0.6068	0.6068
NM_020651	20.3897	20.3897
NM_001069	89.9784	89.9784
NM_003118	180.996	180.996
chr10:123502625-123687861.2	4.252	10.0802
chr10:123502625-123687861.1	5.8282	10.0802
NM_019051	53.4479	53.4479
NM_016108	28.5098	28.5098
chr20:23355156-23402156.2	0.2671	6.1386
chr20:23355156-23402156.8	0.5288	6.1386
NM_022080	5.3428	6.1386
NM_001048226	3.66	69.5583
NM_001048225	1.4627	69.5583
NM_001048224	3.0807	69.5583
NM_001048223	56.7626	69.5583
NM_001048222	4.5844	69.5583
NM_001048221	0.0079	69.5583
NM_001042610	95.9865	95.9865
NM_053050	59.4016	59.4016
NM_001740	3.6825	3.6825
chr8:91070837-91095107.6	7.0594	13.0157
NM_004929	5.9563	13.0157
chr6:167641868-167659274.1	7.4097	36.821
chr6:167641868-167659274.2	11.0297	36.821
chr6:167641868-167659274.3	18.3815	36.821
NM_001143835	13.7006	13.7006
chr1:243287730-243418708.3	15.437	15.437
chr1:178995073-179045701.1	11.3324	11.3324
NM_018702	0.769	0.769
NM_006682	0.0095	0.0095
NM_014593	51.8364	51.8364
NM_016463	64.3708	64.3708
NM_025212	2.1244	2.1244
NM_138455	1.1157	1.1157
NM_018046	6.9034	6.9034
NR_024101	3.0348	3.0348
NM_018452	2.965	2.965
NM_001193557	5.6413	48.7056
NR_036471	2.2549	48.7056
NM_020189	40.8094	48.7056
NM_001011549	0.0	0.2769
NM_001011550	0.2769	0.2769
NM_147134	12.5155	12.5155
chrX:93941332-93952894.1	3.3007	3.3007
NM_004272	11.5482	11.5482
NM_001134938	23.3956	23.3956
NM_004838	41.2589	43.73
NR_027297	2.4711	43.73
NM_004839	10.0446	16.5327
NM_199330	6.488	16.5327
chr2:150186498-150330659.2	4.3517	4.3517
NM_025076	27.2273	41.3199
chr2:106709759-106810795.1	14.0926	41.3199
chr10:103911932-103923627.17	46.2147	108.2956
NM_004741	62.0809	108.2956
NM_018133	11.3182	11.3182
NM_000144	5.8836	7.0497
NM_181425	1.1661	7.0497
NM_199003	0.2522	5.7831
NM_018105	5.5309	5.7831
NM_031435	0.4705	5.1023
chr12:72003378-72074428.1	4.6319	5.1023
NM_020448	4.2477	4.2477
NM_015963	83.4075	83.4075
NM_001130475	3.1327	3.1327
chr4:76439653-76455234.3	2.1966	4.525
NM_144721	1.1014	4.525
chr4:76439653-76455234.1	1.227	4.525
chr22:21354060-21368576.8	7.817	26.794
chr22:21354060-21368576.15	4.8235	26.794
NM_030573	0.0	26.794
NM_001008695	14.1535	26.794
NM_152658	8.492	8.492
NM_024672	3.74	3.74
NM_024640	24.816	24.816
NR_003086	10.2844	10.2844
NM_000986	3068.3669	3068.3669
NM_024629	45.7068	45.7068
NM_023947	26.5524	40.3647
NM_001142674	10.3074	40.3647
NM_001142677	3.5049	40.3647
chr13:49810097-49821770.1	0.808	0.808
NM_001163285	134.7504	226.0795
NM_005243	91.3291	226.0795
chr17:36351996-36352421.1	44.3614	44.3614
NM_002950	216.013	216.013
chr3:113775610-113807266.4	5.4398	17.2318
chr3:113775610-113807266.5	11.792	17.2318
NM_013251	18.8969	18.8969
NM_001039535	7.5072	7.5072
NM_152274	22.537	22.537
NM_014303	137.6746	137.6746
NM_001268	1.8213	5.1359
chr13:49063100-49107316.1	3.3145	5.1359
NM_018191	15.8221	15.8221
NM_012106	9.0361	9.0361
NM_016150	0.8197	0.8197
NM_016115	10.7098	10.7098
NM_001040445	9.4002	25.6066
chr2:239335625-239360890.2	6.9492	25.6066
chr2:239335625-239360890.3	9.2572	25.6066
NM_017873	20.4665	20.4665
NM_024708	4.1056	4.1056
NM_024095	5.7749	5.7749
NM_001168531	0.351	0.351
NM_001167869	79.597	120.9781
NM_001167868	3.8719	120.9781
NM_018035	18.5544	120.9781
NM_001167870	0.0	120.9781
NM_001167871	17.06	120.9781
NM_001167867	1.8947	120.9781
chr19:1267470-1274809.7	41.3344	180.6155
NM_001280	139.2811	180.6155
NR_024079	2.0232	2.0232
NM_144736	15.9172	37.1129
chr2:37458773-37476301.8	21.1957	37.1129
NM_018593	5.101	5.101
chr2:32248971-32264844.3	16.4883	78.725
NM_032574	41.6619	78.725
chr2:32248971-32264844.6	20.5748	78.725
NM_001145414	0.7707	0.7707
NM_007236	46.7037	46.7037
NM_021930	7.7238	7.7238
NM_006453	72.8706	72.8706
NM_003022	21.5123	21.5123
NM_001079862	321.8291	321.8291
NM_005908	15.1165	15.1165
NM_016222	79.1173	79.1173
NM_001444	290.6653	290.6653
NM_030938	33.1632	33.1632
NR_033142	1.2911	22.4905
NM_018087	21.1995	22.4905
NM_181503	39.7121	39.7121
NM_006003	152.6045	152.6045
NM_024334	25.5053	25.5053
chr3:44903379-44914820.4	11.7427	21.8811
NM_144638	10.1384	21.8811
NM_020755	18.5371	18.5371
chr17:58053384-58096336.26	3.9943	3.9943
chr3:130613433-130745646.12	1.0605	3.9915
NM_014065	2.931	3.9915
NM_004774	15.3944	15.3944
NM_005466	20.0591	37.1248
chr14:71050957-71067384.4	17.0657	37.1248
NM_004270	8.9077	10.0653
NM_001100816	1.1576	10.0653
chr13:48650091-48669240.5	4.007	18.9709
NM_014166	14.9639	18.9709
NM_032409	20.3513	20.3513
NM_201542	21.5945	21.5945
NM_018019	19.3009	19.3009
NM_032283	35.1335	35.1335
NM_025027	2.6461	5.7756
chr19:58488446-58520698.1	3.1295	5.7756
chr12:133498018-133532892.4	2.4118	7.6594
chr12:133498018-133532892.3	3.529	7.6594
chr12:133498018-133532892.2	1.7186	7.6594
NM_033629	4.1143	6.2191
chr3:48507228-48509043.2	2.1048	6.2191
NM_001353	0.2569	0.2569
NM_000808	3.7583	3.7583
NM_001195563	72.6904	72.6904
NM_001031713	23.6352	23.6352
chr19:7694670-7698570.1	167.6475	167.6475
NM_022044	88.0005	88.0005
NM_021825	17.8864	17.8864
chr4:6672726-6675410.1	1.358	1.358
NM_012198	10.6762	10.6762
chr14:71277008-71281827.2	8.5482	27.3083
chr14:71277008-71281827.1	10.1205	27.3083
chr14:71277008-71281827.4	8.6396	27.3083
chr10:47242686-47243494.1	3.9955	3.9955
NM_004885	0.122	0.122
chr1:41492870-41707815.4	10.1758	13.8371
chr1:41492870-41707815.1	3.6613	13.8371
NM_001134	2.2629	2.2629
chr5:146614578-146763937.1	0.891	0.891
NM_001185	0.2282	0.2282
NM_006247	107.9978	107.9978
chr3:15643254-15687324.5	11.9082	21.3913
NM_000060	0.7693	21.3913
chr3:15643254-15687324.1	8.7137	21.3913
NM_007226	1.8116	1.8116
chr2:128175995-128186821.18	0.6487	1.5436
NM_000312	0.8949	1.5436
NM_005796	347.141	347.141
NM_014145	16.3639	67.2122
NM_001009925	50.8483	67.2122
NM_003161	4.8897	4.8897
NM_003090	135.9277	135.9277
chr2:153574139-153574344.1	61.666	61.666
NM_003952	51.5449	51.5449
chr10:25270916-25305030.1	0.068	0.068
chr9:37877571-37904350.2	1.0687	4.1088
NM_033412	3.0402	4.1088
NM_004865	29.4791	29.4791
NM_001080392	10.6395	10.6395
NM_001114093	15.8254	65.8108
NM_015578	49.9854	65.8108
NM_019593	1.7307	3.4163
chr20:5525080-5591672.2	1.6856	3.4163
NM_001382	50.8015	50.8015
NM_012247	312.575	313.8466
NM_001195602	1.2716	313.8466
NM_001007	1477.692	1477.692
chr2:198380319-198417513.1	47.609	64.9855
NM_015387	17.3765	64.9855
NM_001100819	0.0	64.9855
NM_032725	25.6971	25.6971
chr15:35349141-35354298.1	1.874	1.874
chr3:128848234-128880029.1	3.8716	16.2002
NM_020701	12.3285	16.2002
NM_005242	17.4412	17.4412
chr19:49436938-49448226.5	1.9126	3.5247
NM_014475	1.6121	3.5247
NM_173216	43.336	43.336
NM_032151	3.4452	3.4452
NM_004905	476.8644	476.8644
NM_181652	33.9952	495.8915
NM_012094	436.2951	495.8915
NM_181651	25.6012	495.8915
NM_000281	50.9415	50.9415
NM_006793	116.7111	116.7111
NM_005809	810.7476	819.7661
NM_181738	9.0185	819.7661
NM_181696	6.4102	1218.0481
NM_002574	18.013	1218.0481
NM_181697	1193.625	1218.0481
NR_023361	0.9352	19.0142
NM_005829	18.079	19.0142
NM_001284	36.9344	36.9344
NM_017670	101.7775	145.3879
NR_003089	43.6104	145.3879
NM_023112	4.7091	4.7091
NM_017455	63.5901	63.5901
NM_181050	46.3495	46.3495
NM_015685	5.8613	5.8613
NM_012437	30.7792	30.7792
NM_001145971	17.4708	17.4708
chr3:142720371-142779567.6	47.8074	47.8074
NM_003370	133.5479	133.5479
chr14:96968719-97033446.15	68.4321	68.4321
chr11:58910317-58922509.9	0.7161	16.1333
NM_198847	6.2333	16.1333
chr11:58910317-58922509.36	1.7834	16.1333
chr11:58910317-58922509.40	2.3732	16.1333
NM_022074	5.0272	16.1333
NM_138794	4.1944	4.1944
NM_001101372	46.8766	46.8766
NM_005886	55.7662	55.7662
chr5:147251884-147258020.5	71.0424	71.0424
NM_032207	9.112	9.112
NM_005828	32.8362	72.8347
chr17:61627821-61671639.2	39.9985	72.8347
NM_003861	11.7452	11.7452
NM_015604	9.1492	9.1492
NR_028105	26.6239	26.6239
NM_001775	0.0704	0.0704
NM_080655	29.1092	29.1092
chrY:2803111-2850546.1	2.8135	2.8135
NM_001178084	2.5364	2.5364
NM_032937	12.5944	29.5577
chr9:140500095-140513308.5	16.9633	29.5577
NM_016107	25.087	25.087
NM_001082618	0.0419	0.0419
chr14:23670071-23676501.1	0.8261	0.8261
NM_006467	26.2206	97.5677
chr5:89770680-89810367.14	33.4378	97.5677
chr5:89770680-89810367.17	37.9093	97.5677
NM_001722	50.1966	50.1966
NM_006468	15.0448	15.0448
NM_153000	2.8583	2.8583
NM_001145549	79.3183	117.3741
NM_030810	38.0558	117.3741
NM_016310	94.104	94.104
NM_001018050	28.4199	37.9617
NM_138338	9.5418	37.9617
NM_001195622	2.345	13.141
NM_005802	10.796	13.141
NM_052943	202.0243	202.0243
NM_018946	73.3987	73.3987
chr8:18384813-18871196.1	3.085	3.085
NM_178821	0.5373	0.5373
chr7:91741463-91764059.3	15.0559	38.3011
NM_000786	15.9506	38.3011
NM_001146152	7.2946	38.3011
NM_022830	30.5384	30.5384
NM_001029954	0.4746	0.4746
chr11:62104773-62160885.1	4.3691	15.6042
NM_001083926	7.1231	15.6042
NM_025080	4.1121	15.6042
NM_025234	32.5636	47.5826
chr15:78575579-78591940.10	15.019	47.5826
NM_000191	13.204	17.8381
NM_001166059	4.6342	17.8381
chr11:20409075-20530877.7	5.0874	11.8015
NM_005788	6.7142	11.8015
NM_005984	56.0158	245.9331
NR_033687	189.9173	245.9331
NM_198318	805.8382	899.0478
NM_001536	93.2096	899.0478
chr16:68344876-68391168.1	29.0958	41.4131
chr16:68344876-68391168.4	12.3173	41.4131
NM_001152	497.0268	497.0268
NM_006109	122.3754	135.2013
NM_001039619	12.826	135.2013
NM_000859	60.2828	60.2828
chr10:30598730-30638267.2	18.0324	23.2892
NM_018109	5.2568	23.2892
NM_014182	30.0794	30.0794
NM_139280	45.0164	59.3397
chr17:38077295-38083884.2	14.3233	59.3397
NM_016467	9.6316	19.2523
NM_001128150	9.6207	19.2523
chr2:149894980-150071772.1	1.9044	1.9044
NM_144626	31.8096	31.8096
chrX:16595408-16599690.1	2.4237	2.4237
NM_014773	21.8627	23.504
NM_001142603	1.6413	23.504
chr17:40265128-40273382.1	38.1554	38.1554
NM_133642	49.7194	49.7194
chr6:137518620-137540567.5	4.6656	15.6645
NM_000416	10.9989	15.6645
NM_005534	31.9584	31.9584
chr3:112051915-112081656.12	10.2252	33.3856
NM_005944	19.0569	33.3856
NM_001004196	4.1035	33.3856
NM_001608	0.2226	0.2226
NM_000016	18.5973	20.2756
NM_001127328	1.6783	20.2756
NM_052932	21.7113	21.7113
chr6:99880183-99963267.4	7.1206	7.1206
NM_032147	42.5705	58.1251
NM_001042403	15.5546	58.1251
chr11:11862969-11980870.1	7.2493	7.2493
NM_022832	8.5533	8.5533
chr2:234384165-234474236.1	3.4395	3.4395
chr7:6144549-6201194.1	5.8411	5.8411
NM_006674	3.37	3.37
NM_001136023	6.6677	6.6677
chr11:119600516-119604366.1	2.0425	2.0425
NM_001798	28.7545	28.7545
NR_033434	0.4852	12.4612
NM_000373	11.976	12.4612
NM_021940	17.0639	17.0639
NM_024583	1.2691	1.2691
NM_138355	33.3602	33.3602
NM_014766	37.0839	37.0839
NM_021959	35.5418	35.5418
NM_004045	128.143	128.143
NM_014384	39.6136	39.6136
NM_014049	19.5255	19.5255
NM_001040697	0.6441	3.504
chr11:18553244-18610281.6	1.9203	3.504
NM_018314	0.9395	3.504
NM_000773	0.0307	0.0988
chr10:135340866-135352620.1	0.0291	0.0988
chr10:135340866-135352620.2	0.0389	0.0988
NM_182752	24.5087	24.5087
NM_020927	38.8306	38.8306
chr2:99935488-99952860.7	16.0944	25.3349
NM_005783	9.2405	25.3349
chr3:185000815-185003304.1	7.2229	7.2229
NM_001011	1730.6373	1730.6373
NM_001010	1696.934	1696.934
NM_001009	3138.2483	3138.2483
NM_001005	5155.8404	5155.8404
NM_002952	2859.8866	2859.8866
chr5:128796102-129074376.9	9.4171	12.5084
chr5:128796102-129074376.11	3.0913	12.5084
NM_003375	167.9132	167.9132
NR_036625	158.4505	183.9323
NR_036624	25.4819	183.9323
NM_001013	5102.5357	5102.5357
NM_001012	1693.657	3136.4743
chr1:45241245-45244411.5	1442.8173	3136.4743
NM_022047	5.0948	5.0948
NM_198963	12.8634	12.8634
NM_006628	40.4334	40.4334
NM_002704	0.065	0.065
NM_001145416	87.1143	158.3057
chr19:11453451-11456981.2	59.0042	158.3057
NM_033408	4.1055	158.3057
NM_198536	8.0818	158.3057
NM_018252	12.6476	12.6476
NM_014187	64.3499	64.3499
chr7:129804554-129845338.2	8.9508	15.3839
NM_032842	6.4331	15.3839
NM_018057	3.5206	6.0204
NM_182767	2.4998	6.0204
NM_000155	27.2712	27.2712
NM_002130	64.1492	100.8814
NM_001098272	36.7322	100.8814
NM_145244	2.6203	2.6203
NM_001171613	9.5318	9.5318
NM_003104	5.5851	5.5851
NM_001008216	32.6778	32.6778
NM_017860	10.3897	10.3897
chr3:40488338-40493195.2	1.9898	1.9898
NM_032880	21.3412	21.3412
NM_001037525	4.0248	4.0248
NM_138801	10.7691	10.7691
NM_007172	30.5765	43.4906
chr22:45559725-45583888.2	12.914	43.4906
NM_001012321	1030.5305	1031.6981
NM_002295	1.1677	1031.6981
NM_017426	36.49	36.49
chr11:5830284-5841511.1	0.3756	0.3756
NM_001320	251.6575	251.6575
chr3:26664299-26752263.1	0.6206	0.6206
NM_001261	68.7236	68.7236
NR_024284	1.0797	1.0797
NM_000689	0.7087	0.7087
NM_000159	76.463	76.463
NM_000693	3.3453	3.3453
NM_001144883	16.2773	16.2773
NM_000992	1719.7749	1719.7749
NM_000991	263.0266	1662.0307
NM_001136136	1399.0041	1662.0307
NM_016297	11.5911	11.5911
NM_013997	1.6598	2.0867
NM_003182	0.4269	2.0867
NM_000988	3086.6697	3086.6697
NM_000987	2650.4611	2650.4611
NM_000982	0.061	0.061
NM_174899	2.4456	2.4456
NM_000978	3161.2768	3161.2768
NM_000983	494.876	494.876
NM_022488	31.8925	31.8925
NM_024656	51.4198	51.4198
NM_006395	13.6282	13.6282
chr3:11314009-11762220.1	0.0	13.6282
NM_004849	14.0362	14.0362
NM_021114	0.859	0.859
chr1:28300818-28415131.2	4.3561	7.4997
chr1:28300818-28415131.1	3.1436	7.4997
NM_003073	49.3529	186.5827
NM_001007468	137.2298	186.5827
chr16:72097124-72111144.1	0.0091	0.0091
NM_016034	137.2295	137.2295
NR_033709	16.5582	18.1603
NR_033708	1.6021	18.1603
chr19:35531409-35604250.4	4.8511	23.4524
NM_002151	18.6013	23.4524
chr6:116956780-116989973.4	2.17	8.4234
chr6:116956780-116989973.5	1.3929	8.4234
NM_145062	3.32	8.4234
chr6:116956780-116989973.1	1.5406	8.4234
NM_018101	14.2245	47.9151
chr1:38158158-38175389.1	33.6906	47.9151
chr16:30108740-30115064.1	53.0033	53.0033
NM_002537	325.4226	325.4226
NM_004152	654.6381	1096.2087
chr19:2269519-2273486.2	441.5705	1096.2087
NM_001010919	1.7696	1.7696
NM_153711	0.1525	0.1525
chr12:95611521-95696566.1	5.059	18.7059
NM_017599	4.9317	18.7059
chr12:95611521-95696566.4	8.7152	18.7059
NM_022003	65.2525	65.2525
NM_014164	190.8929	212.3401
NM_144779	14.314	212.3401
NR_028406	7.1332	212.3401
NM_022045	3.2782	3.2782
NM_001080394	15.8113	15.8113
NM_000507	0.7527	3.4571
chr9:97365422-97402531.2	0.446	3.4571
chr9:97365422-97402531.1	2.2584	3.4571
NM_001310	8.089	8.089
NM_001122	27.3769	27.3769
NM_005817	75.0889	78.3185
NM_001164189	3.2296	78.3185
NM_018154	61.5808	61.5808
NM_032286	19.9075	26.5065
chr5:6372039-6378639.4	6.599	26.5065
NM_022733	6.39	6.39
NM_203284	21.1076	49.933
NM_015874	28.8254	49.933
NM_022717	20.0422	24.4222
NM_180699	4.38	24.4222
NM_015889	38.222	38.222
NM_018039	1.3302	1.3302
chr16:3072625-3077756.5	36.6906	148.7237
NM_017885	112.0331	148.7237
NM_020345	3.5064	3.5064
NM_002899	51.7528	51.7528
NM_007284	111.6029	111.6029
NM_052960	10.6878	10.6878
NM_182627	10.5151	10.5151
NM_004985	16.5216	16.5216
NM_203488	2.1944	23.5632
NM_001107	21.3688	23.5632
NM_138448	2.0022	2.0022
chr11:62327072-62342148.14	2729.5433	2803.8407
NM_001404	74.2974	2803.8407
NM_006409	138.8017	138.8017
NM_001009185	1.0326	1.0326
NM_003816	6.4419	6.4419
chr9:139557376-139567129.6	26.5936	53.1937
chr9:139557376-139567129.12	26.6001	53.1937
NM_015507	0.9344	0.9344
chr16:69140159-69166493.11	19.1268	129.6389
NM_001039690	36.8004	129.6389
NM_001040146	49.9795	129.6389
chr16:69140159-69166493.13	23.7322	129.6389
NM_005720	98.1471	98.1471
NM_014332	0.0	0.0
chr15:76352298-76497303.1	0.8748	0.8748
NM_001130056	69.8724	563.4943
NM_001130057	35.3519	563.4943
NM_001195203	7.5808	563.4943
NM_001960	450.6892	563.4943
NM_024012	0.0227	0.0227
NM_006355	0.9855	0.9855
NM_000973	6044.8352	6521.1216
NM_033301	476.2865	6521.1216
NM_001024921	214.7935	2220.2765
NM_000661	2005.483	2220.2765
NM_000970	1408.403	1565.1872
NM_001024662	156.7842	1565.1872
NM_000971	1021.646	1021.646
NM_000968	2256.7398	2256.7398
NM_000969	1458.5966	1458.5966
NM_015294	22.8655	22.8655
NM_018700	2.9738	3.9955
chr5:114460466-114516243.1	1.0217	3.9955
NM_171982	12.1265	12.1265
NM_031925	25.6017	25.6017
NM_004111	81.4122	81.4122
NM_020147	2.2079	2.2079
chr16:238969-279449.20	17.3804	64.9121
NM_201412	40.978	64.9121
NM_018032	6.5536	64.9121
chr3:130745693-131069308.8	0.1291	0.4246
NM_001146003	0.1406	0.4246
chr3:130745693-131069308.5	0.1549	0.4246
chr14:58470808-58618847.7	3.2527	9.5291
NM_001001872	6.2764	9.5291
NM_005063	358.4811	358.4811
NM_152655	0.7403	9.8184
chr19:37641000-37663615.2	9.078	9.8184
chr8:70378858-70573147.1	2.419	2.419
NM_138439	29.7936	29.7936
NM_032296	9.1253	14.2313
chr16:2961979-3004192.12	5.106	14.2313
chr14:60902674-60952764.2	0.9108	0.9108
NM_020650	16.6591	16.6591
NM_002902	65.3504	65.3504
NM_002901	85.0831	85.0831
NM_012249	12.5089	12.5089
chr4:174285349-174290584.1	0.9143	0.9143
NM_133639	4.523	4.523
NM_021205	3.1342	3.1342
chr19:33087906-33166102.2	10.6868	20.3395
NM_032139	9.6527	20.3395
NM_020663	0.1187	0.1187
NM_004310	3.5193	3.5193
NM_002197	35.8157	35.8157
NM_001664	392.9763	392.9763
NM_001098	89.0012	89.0012
NM_001665	53.4103	53.4103
NM_017635	2.9468	19.7816
chr11:67923506-67980943.30	4.3731	19.7816
NM_016028	12.4618	19.7816
chr18:21179979-21242849.1	0.7937	0.7937
NM_014578	17.802	17.802
NR_024522	3.3861	3.3861
chr8:29920631-29940649.13	17.0977	63.9717
NM_016127	46.874	63.9717
NM_194291	2.8358	2.8358
NM_001008495	12.2664	12.2664
NM_024956	1.0991	1.8915
chr15:43425721-43477336.4	0.3531	1.8915
chr15:43425721-43477336.1	0.4393	1.8915
NM_032936	21.9629	21.9629
chr1:46153846-46216485.14	24.4358	36.3531
NM_016486	11.9174	36.3531
chr8:56651319-56738003.17	6.7544	13.2337
chr8:56651319-56738003.12	6.4792	13.2337
NM_030926	563.4528	617.9314
NM_001012514	54.4786	617.9314
NM_021999	69.1811	69.1811
NM_001171581	2.1034	16.9784
NM_004867	7.5032	16.9784
chrX:78615882-78623049.4	7.3717	16.9784
NM_001142761	1.3016	30.882
NM_033286	29.5804	30.882
NM_004882	10.9471	10.9471
NM_001128174	11.4769	11.6936
NM_003360	0.2167	11.6936
NM_018233	26.4673	26.4673
chr19:12255710-12267529.2	3.4377	6.1569
chr19:12255710-12267529.1	2.7192	6.1569
NM_001076675	0.9264	2.0565
NM_145297	1.1301	2.0565
NM_145295	5.3491	5.3491
NM_175888	3.4619	8.8024
chr3:40547529-40559197.1	2.5859	8.8024
NR_024114	2.7546	8.8024
NM_001098414	1.5145	3.9485
NM_198484	2.434	3.9485
NM_033414	29.0936	29.0936
NM_015906	11.6448	11.6448
NM_012210	3.8565	8.3558
NM_001099679	4.4993	8.3558
NM_020190	108.5558	108.5558
chr1:147466093-147484331.1	0.3406	0.5262
chr1:147466093-147484331.2	0.1856	0.5262
NM_000967	4168.7311	4168.7311
NR_028582	29.5938	206.2369
NM_138387	176.6431	206.2369
NM_004219	236.7708	236.7708
NM_001124	119.0341	119.0341
NM_001123	6.0706	14.4784
NM_006721	8.4078	14.4784
NM_153034	10.2911	10.2911
NM_014624	47.0923	47.0923
chr4:189376731-189523060.1	1.8933	1.8933
NM_144684	4.2355	4.2355
NM_133464	4.2377	4.527
NM_001007169	0.2893	4.527
NM_001007101	2.1459	2.1459
NM_145312	2.3551	2.3551
chr19:20278082-20308984.1	1.2137	3.5795
NM_052852	2.3658	3.5795
NM_020664	24.2379	24.2379
